id,logged_by,logged_on,to_address,category,subject,description,job_id,farm,status
545,VIKUKUMA,"2015-07-08 20:28:51",NULL,Others,"JCS & DBCS  BIG IP urls are not working","JCS BIG & DBCS BIG IP urls are not working - 


myJAVA35 (Oracle Java Cloud Service - SaaS Extension - Trial)
Service URL:   https://console-v0059-java.us1.vfarm.oraclecorp.com/em/faces/javaservice?serviceName=myJAVA35&identityGroup=sdiqa26516694-test 

myDB35 (Oracle Database Cloud Service - Trial)
Service URL:   https://mydb35-sdiqa26516694-test-v0059-db.us1.vfarm.oraclecorp.com/apex/
SDI_DEPLOYER_HOST=slc09brv.us.oracle.com
DEPLOYER_HOST=slc09btp.us.oracle.com",,,Closed
546,YOSAINI,"2015-07-28 09:27:56",NULL,NULL,"Hypervisor slcai054 Locked","Please unlock slcai054 after fixing the issue(s): Memory Mismatch (Farm:70611,Hyper:69027), ",HealthCheck,OPC_QA_FARM,Closed
547,YOSAINI,"2015-07-09 08:07:33",NULL,Hypervisor,"Hypervisor slcap022 Locked","Please unlock slcap022 after fixing the issue(s): Memory Mismatch (Farm:59395,Hyper:49665), ",HealthCheck,OPC_QA_FARM,Closed
548,MCAINE,"2015-07-09 21:18:16",NULL,NULL,"26491533 cleaup failed","Cleanup for this job failed.
Can you tell me how to diagnose/proceed?",26491533,BI,Closed
549,MMAHAPAT,"2015-07-10 02:56:54",NULL,Others,"Jobs failing in farm because of OVS lock issues","Hi we have deploymnents failing with following error :
 Releasing lock on pool 'slcal040' on OVMM host 'slc02oxi.us.oracle.com'
0000KtoX5US1Fgk5Gzk3yf1Lbhcn000000,0] An error occurred during command execution: Error during start of VM  'slc06xtp_us_oracle_com""
with java.sql.SQLException: Protocol violationError Code: 17401",26665375,OPC_QA_FARM,Closed
550,YOSAINI,"2015-07-12 08:04:41",NULL,Others,"Hypervisor slcal074 Locked","Please unlock slcal074 after fixing the issue(s): Memory Mismatch (Farm:48931,Hyper:47394), ",HealthCheck,QAFARM,Closed
551,GSUNDARE,"2015-07-13 09:20:16",NULL,NULL,"Cleanup of job 26665375 has failed","The job 26665375 needs to be cleaned and the cleanup has failed. 

Please do the needful",26665375,,Closed
572,BARUNACH,"2015-07-15 09:45:44",NULL,NULL,"Memory Mismatch For hypervisor","Following Hypervisor having a memory mismatch under OPC_QA_FARM pool. Could you please look into it and let me know to use for our job.

slcah817, slcah766, slcap022",,OPC_QA_FARM,Closed
552,YOSAINI,"2015-08-04 13:14:58",NULL,NULL,"Hypervisor slcap174 Locked","Please unlock slcap174 after fixing the issue(s): Memory Mismatch (Farm:70563,Hyper:69025), ",HealthCheck,saas_paas,Closed
553,YOSAINI,"2015-07-14 14:00:42",NULL,NULL,"Hypervisor slcaf895 Locked","Please unlock slcaf895 after fixing the issue(s): Memory Mismatch (Farm:133000,Hyper:), ",HealthCheck,FASAASQA,Closed
554,YOSAINI,"2015-07-14 14:01:16",NULL,NULL,"Hypervisor slcai656 Locked","Please unlock slcai656 after fixing the issue(s): Memory Mismatch (Farm:105427,Hyper:), ",HealthCheck,FASAASQA,Closed
555,YOSAINI,"2015-07-14 14:01:51",NULL,NULL,"Hypervisor slcaj502 Locked","Please unlock slcaj502 after fixing the issue(s): Memory Mismatch (Farm:14755,Hyper:), ",HealthCheck,FASAASQA,Closed
556,YOSAINI,"2015-07-14 14:02:25",NULL,NULL,"Hypervisor slcai051 Locked","Please unlock slcai051 after fixing the issue(s): Memory Mismatch (Farm:251859,Hyper:), ",HealthCheck,FASAASQA,Closed
557,YOSAINI,"2015-07-14 14:32:31",NULL,NULL,"Hypervisor slcaj514 Locked","Please unlock slcaj514 after fixing the issue(s): Memory Mismatch (Farm:71075,Hyper:), ",HealthCheck,FASAASQA,Closed
558,YOSAINI,"2015-07-14 14:33:05",NULL,NULL,"Hypervisor slcap299 Locked","Please unlock slcap299 after fixing the issue(s): Memory Mismatch (Farm:87971,Hyper:), ",HealthCheck,FASAASQA,Closed
559,YOSAINI,"2015-07-14 14:33:39",NULL,NULL,"Hypervisor slcap304 Locked","Please unlock slcap304 after fixing the issue(s): Memory Mismatch (Farm:82851,Hyper:), ",HealthCheck,FASAASQA,Closed
560,YOSAINI,"2015-07-14 14:34:14",NULL,NULL,"Hypervisor slcap305 Locked","Please unlock slcap305 after fixing the issue(s): Memory Mismatch (Farm:233891,Hyper:), ",HealthCheck,FASAASQA,Closed
561,YOSAINI,"2015-07-14 14:34:49",NULL,NULL,"Hypervisor slcap023 Locked","Please unlock slcap023 after fixing the issue(s): Memory Mismatch (Farm:4915,Hyper:), ",HealthCheck,FASAASQA,Closed
562,YOSAINI,"2015-07-14 14:35:23",NULL,NULL,"Hypervisor slcap024 Locked","Please unlock slcap024 after fixing the issue(s): Memory Mismatch (Farm:251811,Hyper:), ",HealthCheck,FASAASQA,Closed
563,YOSAINI,"2015-07-14 14:35:58",NULL,NULL,"Hypervisor slcac613 Locked","Please unlock slcac613 after fixing the issue(s): Memory Mismatch (Farm:62272,Hyper:), ",HealthCheck,FASAASQA,Closed
564,YOSAINI,"2015-07-14 14:36:02",NULL,NULL,"Hypervisor slcai656 Locked","Please unlock slcai656 after fixing the issue(s): Memory Mismatch (Farm:105427,Hyper:), Memory Mismatch (Farm:105427,Hyper:66979)<br />",HealthCheck,FASAASQA,Closed
565,YOSAINI,"2015-07-14 14:36:07",NULL,NULL,"Hypervisor slcaj502 Locked","Please unlock slcaj502 after fixing the issue(s): Memory Mismatch (Farm:14755,Hyper:), Memory Mismatch (Farm:85830,Hyper:)<br />",HealthCheck,FASAASQA,Closed
566,YOSAINI,"2015-07-14 14:36:11",NULL,NULL,"Hypervisor slcaj514 Locked","Please unlock slcaj514 after fixing the issue(s): Memory Mismatch (Farm:71075,Hyper:), Memory Mismatch (Farm:85830,Hyper:)<br />",HealthCheck,FASAASQA,Closed
567,YOSAINI,"2015-07-14 14:36:15",NULL,NULL,"Hypervisor slcaj499 Locked","Please unlock slcaj499 after fixing the issue(s): Insufficient Avl. MemoryMemory Mismatch (Farm:85830,Hyper:), ",HealthCheck,FASAASQA,Closed
568,YOSAINI,"2015-07-14 10:11:55",NULL,NULL,"Hypervisor slcai656 Locked","Please unlock slcai656 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Memory Mismatch (Farm:105427,Hyper:66979)<br />",HealthCheck,FASAASQA,Closed
569,YOSAINI,"2015-07-14 10:11:59",NULL,NULL,"Hypervisor slcaj502 Locked","Please unlock slcaj502 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Memory Mismatch (Farm:85830,Hyper:)<br />",HealthCheck,FASAASQA,Closed
570,YOSAINI,"2015-07-14 10:12:03",NULL,NULL,"Hypervisor slcaj514 Locked","Please unlock slcaj514 after fixing the issue(s): Request_adv Failed, Memory Mismatch (Farm:85830,Hyper:)<br />",HealthCheck,FASAASQA,Closed
571,YOSAINI,"2015-07-14 10:12:08",NULL,NULL,"Hypervisor slcaj499 Locked","Please unlock slcaj499 after fixing the issue(s): Insufficient Avl. MemoryMemory Mismatch (Farm:85830,Hyper:), ",HealthCheck,FASAASQA,Closed
573,YOSAINI,"2015-07-15 10:33:18",NULL,NULL,"Hypervisor slcah817 Locked","Please unlock slcah817 after fixing the issue(s): Memory Mismatch (Farm:248565,Hyper:236499), ",HealthCheck,OPC_QA_FARM,Closed
574,YOSAINI,"2015-07-16 09:17:14",NULL,NULL,"Hypervisor slcah817 Locked","Please unlock slcah817 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, OVS Processes = 9 <br />Create VM Failed<br />",HealthCheck,OPC_QA_FARM,Closed
575,BARUNACH,"2015-07-16 06:42:22",NULL,NULL,"Clean Up Failed","Cleanup failed with following message.
Cleaning Hypervisor Locks

INFO: Cleanup Completed

ERROR: Cleanup is not complete, please contact admin for a manual cleanup

INFO: Cleanup Completed

STDERR:",26665375,OPC_QA_SHARED,Closed
576,GSUNDARE,"2015-07-16 11:04:19",NULL,NULL,"job 26813973 cleanup has failed","Cleanup of job 26813973 has failed.

Please cleanup manually",26813973,OPC_QA_SHARED,Closed
577,YOSAINI,"2015-07-17 09:13:42",NULL,NULL,"Hypervisor slcal041 Locked","Please unlock slcal041 after fixing the issue(s): Memory Mismatch (Farm:187395,Hyper:177670), ",HealthCheck,OPC_QA_SHARED,Closed
578,YOSAINI,"2015-08-03 18:46:16",NULL,NULL,"Hypervisor slcal040 Locked","Please unlock slcal040 after fixing the issue(s): Memory Mismatch (Farm:187395,Hyper:177670), ",HealthCheck,OPC_QA_SHARED,Closed
579,MULIEGAD,"2015-07-17 03:22:08",NULL,VM,"Facing issue while creating VM","Create VM is failing as below.

Debug: create_vm slc09foe,stit_oel5u6,slcap022,slcap022,admin,OVMadmin,welcome1,6,32768
Caught exception while handling request: java.lang.NullPointerException
ERROR: Creation Failed : slc09foe is stil in Virtual machine ""slc09foe"" does not exist. status after 40 Minutes

Please help us to resolve this issue",26824886,OPC_QA_FARM,Closed
580,AMATHURA,"2015-07-17 08:55:25",NULL,Others,"Pls update the memory details of hypervisor slcai551 as below","Pls update the memory details of hypervisor slcai551 as below

[aime@slc06chu amathura]$ perl /ade_autofs/gd14_fmw/INTGQA_MAIN_GENERIC.rdd/LATEST/intgqa/ovm/private_farm_fwk/ovm_farm_manager_v7.pl -o listhv -farm fastha | grep slcai551
slcai551        188934  251859  958     1000    92      100     10.240.184.1    fastha  slc     slcai551        UNLOCKED


Change to 
slcai551        188934  251859  958     1000    92      100     10.240.184.1    fastha  slc     slcai551        UNLOCKED",,fastha,Closed
581,SAMETHUK,"2015-07-17 14:28:25",NULL,NULL,"Please cleanup job:26423846","Cloud you please job:26423846",26423846,fastha,Closed
582,YOSAINI,"2015-07-19 09:32:17",NULL,NULL,"Hypervisor slcal067 Locked","Please unlock slcal067 after fixing the issue(s): Ping VM Failed, ",HealthCheck,QAFARM,Closed
583,YOSAINI,"2015-07-19 09:39:23",NULL,NULL,"Hypervisor slcal067 Locked","Please unlock slcal067 after fixing the issue(s): Ping VM Failed, Memory Mismatch (Farm:1072,Hyper:-462)<br />",HealthCheck,QAFARM,Closed
584,YOSAINI,"2015-07-20 09:43:36",NULL,NULL,"Hypervisor slcag412 Locked","Please unlock slcag412 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Ping VM Failed<br />",HealthCheck,ovm_preflight,Closed
585,YOSAINI,"2015-07-20 09:53:13",NULL,NULL,"Hypervisor slcag412 Locked","Please unlock slcag412 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Ping VM Failed<br />Memory Mismatch (Farm:3608,Hyper:-779)<br />",HealthCheck,ovm_preflight,Closed
586,YOSAINI,"2015-07-20 09:53:17",NULL,NULL,"Hypervisor slcai554 Locked","Please unlock slcai554 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Memory Mismatch (Farm:12776,Hyper:)<br />",HealthCheck,ovm_preflight,Closed
587,YOSAINI,"2015-07-21 15:54:28",NULL,NULL,"Hypervisor slcaj502 Locked","Please unlock slcaj502 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Memory Mismatch (Farm:85830,Hyper:)<br />",HealthCheck,FASAASQA,Closed
588,YOSAINI,"2015-07-21 15:54:33",NULL,NULL,"Hypervisor slcaj514 Locked","Please unlock slcaj514 after fixing the issue(s): Request_adv Failed, Memory Mismatch (Farm:85830,Hyper:)<br />",HealthCheck,FASAASQA,Closed
589,YOSAINI,"2015-07-21 15:54:37",NULL,NULL,"Hypervisor slcaj499 Locked","Please unlock slcaj499 after fixing the issue(s): Insufficient Avl. MemoryMemory Mismatch (Farm:85830,Hyper:), ",HealthCheck,FASAASQA,Closed
590,MULIEGAD,"2015-07-21 09:55:43",NULL,NULL,"OVM_TOPOLOGY for REL11 with VCP","As of now we have below OVM_TOPLOGY with GRC included.
?	SDI_FA_REL10_GSI 
?	SDI_FA_REL10_GSI_HA
?	SDI_FA_REL10_GSI_PFA_RAC
?	SDI_FA_REL10_GSI_PFA_RAC_HA

Please clone above OVM topologies to include VCP VM for REL11 . That is one extra ip with below memory requirements.
vcp.cpus=4
vcp.memory=8192

Name convention should be as below:

SDI_FA_REL11_GSI 
SDI_FA_REL11_GSI_HA
SDI_FA_REL11_GSI_PFA_RAC
SDI_FA_REL11_GSI_PFA_RAC_HA",,,Closed
591,GSUNDARE,"2015-07-22 08:34:59",NULL,NULL,"Hypervisor - slcaf473  login issues","Rel10 ST17 HCM run has failed at REGISTER_TEMPLATES

Error - mount: slcaf473:/OVS/seed_pool failed

""mount slcaf473:/OVS/seed_pool /OVS/seed_pool_26916811_slcaf473""  fails  from SDI deployer host (slc09brv) to Hypervisor

Deployer Host
[aime@slc05jmw REGISTER_TEMPLATES]$ pwd
/scratch/aime/PFA_REMOTE/job_26916811/work/oracle/work/REGISTER_TEMPLATES

SDI Deployer Host - slc09brv",26916811,,Closed
592,YOSAINI,"2015-07-22 12:21:01",NULL,NULL,test,test,,prov_qa_automation,Closed
593,YOSAINI,"2015-07-23 10:05:14",NULL,NULL,"Hypervisor slcah817 Locked","Please unlock slcah817 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Memory Mismatch (Farm:38963,Hyper:29233)<br />",HealthCheck,OPC_QA_FARM,Closed
594,YOSAINI,"2015-07-23 10:05:19",NULL,NULL,"Hypervisor slcah766 Locked","Please unlock slcah766 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Memory Mismatch (Farm:3145,Hyper:2113)<br />",HealthCheck,OPC_QA_FARM,Closed
595,APINNAMR,"2015-07-23 10:42:26",NULL,NULL,"cleanup failed for job# 26917775","cleanup failed for job# 26917775"," 26917775",ovm_preflight,Closed
596,APINNAMR,"2015-07-23 11:14:34",NULL,NULL,"cleanup failed for job: 26942677","cleanup failed for job: 26942677",26942677,ovm_preflight,Closed
597,YOSAINI,"2015-08-01 17:13:56",NULL,NULL,"Hypervisor slcal034 Locked","Please unlock slcal034 after fixing the issue(s): Memory Mismatch (Farm:251859,Hyper:243667), ",HealthCheck,QAFARM,Closed
598,YOSAINI,"2015-07-27 09:39:31",NULL,Hypervisor,"Hypervisor adcgdb07 Locked","Please unlock adcgdb07 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Ping VM Failed<br />",HealthCheck,ovm_preflight,Closed
599,AMPANAMA,"2015-07-27 07:30:18",NULL,Others,"Create vm failed during SHARED_IDM_SETUP","We had submitted topology to setup SDI_BASE using 15.2.6 labels and it is observed that one of the block i.e. SHARED_IDM_SETUP has failed while creating vm

[Error]
Debug: create_vm slc03wtf,stit_oel5u6,slcah816,slcah816,admin,OVMadmin,welcome1,6,32768
Caught exception while handling request: java.lang.NullPointerException
ERROR: Creation Failed : slc03wtf is stil in Virtual machine ""slc03wtf"" does not exist. status after 40 Minutes",26973926,OPC_QA_FARM,Closed
600,MULIEGAD,"2015-07-27 09:49:47",NULL,Hardware,"DTE Job fails on QAFARM","The DTE job on QAFARM fails as below:
Please note that your job SDI_SaaS_PaaS_Infra_with_EMGC_rac_outside_parallel_jcs_fa_SIM31 has Failed while Running on QA Farm","27011879 ",OPC_QA_FARM,Closed
601,GSUNDARE,"2015-07-27 10:19:42",NULL,Cleanup,"Cleanup of job 26916811 has failed","Cleanup of job 26916811 has failed due to error in Deploy delete block.

Please cleanup",26916811,OPC_QA_SHARED,Closed
602,MAMEHRA,"2015-07-27 12:28:50",NULL,NULL,"Deployer Host Creation Failed and Cleanup also seems to have failed","The Deployer host for job 27011051 has failed to be created. I have cleaned up the job and re-triggered. This job is not getting cleaned up",27011051,ovm_preflight,Closed
603,VIKUKUMA,"2015-07-27 14:50:51",NULL,VM,"Unable to login into VMs","Unable to login into below vms using credentials aime/2cool

Host1 - slc09bto.us.oracle.com
Hosts2 -slc09btb.us.oracle.com

Note- before QM aime/2cool was working for both the hosts.",,,Closed
604,YOSAINI,"2015-07-28 10:53:02",NULL,NULL,"Hypervisor slcaf895 Locked","Please unlock slcaf895 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, OVS Processes = 9 <br />Create VM Failed<br />",HealthCheck,FASAASQA,Closed
605,EKANTER,"2015-07-28 22:36:41",NULL,NULL,"job got stuck, cleanup failed","job got stuck, cleanup failed",27025803,QAFARM,Closed
606,YOSAINI,"2015-07-29 08:06:33",NULL,NULL,"Hypervisor slcag051 Locked","Please unlock slcag051 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Create VM Failed<br />",HealthCheck,prov_qa_automation,Closed
607,YOSAINI,"2015-07-29 08:11:47",NULL,NULL,"Hypervisor slcal068 Locked","Please unlock slcal068 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, OVS Space Low<br />Create VM Failed<br />",HealthCheck,prov_qa_automation,Closed
608,GSUNDARE,"2015-07-29 08:31:24",NULL,Hypervisor,"Hypervisor slcal040 is Not accessible","Hypervisor slcal040 is Not accessible and in turn the ENV is down.
Please bring up

PING slcal040.us.oracle.com (10.245.53.172) 56(84) bytes of data.
From slcal041.us.oracle.com. (10.245.53.173) icmp_seq=2 Destination Host Unreachable",26608943,,Closed
609,BARUNACH,"2015-07-29 09:49:02",NULL,Others,"Job is in WAITING status.","Since morning Job is in waiting status. Farm is not picking up due to might be agent is not running.
27067865 	OPC_QA_SHARED 	barunach 	WAITING 

Please check it out.",27067865,OPC_QA_SHARED,Closed
610,MCAINE,"2015-07-29 15:08:38",NULL,NULL,"Cleanup of 26951213 failed","Job cleanup failed, please help",26951213,,Closed
611,YOSAINI,"2015-07-31 11:03:18",NULL,NULL,"Hypervisor slcai054 Locked","Please unlock slcai054 after fixing the issue(s): Create VM Failed, ",HealthCheck,OPC_QA_FARM,Closed
612,YOSAINI,"2015-07-30 08:19:07",NULL,NULL,"Hypervisor slcai053 Locked","Please unlock slcai053 after fixing the issue(s): Create VM Failed, ",HealthCheck,OPC_QA_FARM,Closed
613,YOSAINI,"2015-07-30 08:24:22",NULL,NULL,"Hypervisor slcai052 Locked","Please unlock slcai052 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.10.el5xen, Create VM Failed<br />",HealthCheck,OPC_QA_FARM,Closed
614,YOSAINI,"2015-07-30 08:29:37",NULL,NULL,"Hypervisor slcah764 Locked","Please unlock slcah764 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Create VM Failed<br />",HealthCheck,OPC_QA_FARM,Closed
615,YOSAINI,"2015-07-30 08:34:52",NULL,NULL,"Hypervisor slcah816 Locked","Please unlock slcah816 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Create VM Failed<br />",HealthCheck,OPC_QA_FARM,Closed
616,YOSAINI,"2015-07-30 08:40:37",NULL,NULL,"Hypervisor slcag794 Locked","Please unlock slcag794 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Create VM Failed<br />",HealthCheck,OPC_QA_FARM,Closed
617,YOSAINI,"2015-07-31 11:01:08",NULL,NULL,"Hypervisor slcaj457 Locked","Please unlock slcaj457 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Create VM Failed<br />",HealthCheck,OPC_QA_FARM,Closed
618,YOSAINI,"2015-07-30 08:51:07",NULL,NULL,"Hypervisor slcai657 Locked","Please unlock slcai657 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Create VM Failed<br />",HealthCheck,OPC_QA_FARM,Closed
619,YOSAINI,"2015-07-31 11:00:35",NULL,NULL,"Hypervisor slcao381 Locked","Please unlock slcao381 after fixing the issue(s): Create VM Failed, ",HealthCheck,OPC_QA_FARM,Closed
620,YOSAINI,"2015-07-31 10:05:39",NULL,NULL,"Hypervisor slcap172 Locked","Please unlock slcap172 after fixing the issue(s): Create VM Failed, ",HealthCheck,OPC_QA_FARM,Closed
